"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar criação de usuário com sucesso","125","deveCriarUsuarioComSucesso()","","2026-09-15","passed","2026-09-15","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","254","deveExcluirUsuarioComSucesso()","","2026-09-15","passed","2026-09-15","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","133","deveCriarUsuarioComSucesso()","","2026-09-15","passed","2026-09-15","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","262","deveRealizarLoginComSucesso()","","2026-09-15","passed","2026-09-15","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","1834","deveCriarUsuarioComSucesso()","","2026-09-15","passed","2026-09-15","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","390","deveAtualizarUsuarioComSucesso()","","2026-09-15","passed","2026-09-15","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar dados de usuário com sucesso","207","deveListarUsuarios()","","2026-09-15","passed","2026-09-15","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar lista de usuários com sucesso","172","deveListarUsuarios()","","2026-09-15","passed","2026-09-15","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","170","deveCriarUsuarioComSucesso()","","2026-09-15","passed","2026-09-15","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"","133","deveListarProdutos()","","2026-09-15","passed","2026-09-15","","ProdutosTest","ProdutosTest","deveListarProdutos"
