"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar criação de usuário com sucesso","102","deveCriarUsuarioComSucesso()","","2026-08-20","passed","2026-08-20","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","201","deveRealizarLoginComSucesso()","","2026-08-20","passed","2026-08-20","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","135","deveCriarUsuarioComSucesso()","","2026-08-20","passed","2026-08-20","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","250","deveExcluirUsuarioComSucesso()","","2026-08-20","passed","2026-08-20","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","337","deveAtualizarUsuarioComSucesso()","","2026-08-20","passed","2026-08-20","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"","156","deveListarProdutos()","","2026-08-20","passed","2026-08-20","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar dados de usuário com sucesso","166","deveListarUsuarios()","","2026-08-20","passed","2026-08-20","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar lista de usuários com sucesso","110","deveListarUsuarios()","","2026-08-20","passed","2026-08-20","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","125","deveCriarUsuarioComSucesso()","","2026-08-20","passed","2026-08-20","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1812","deveCriarUsuarioComSucesso()","","2026-08-20","passed","2026-08-20","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
