"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar login de usuário com sucesso","1685","deveRealizarLoginComSucesso()","","2026-08-01","passed","2026-08-01","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar deleção de usuário com sucesso","216","deveExcluirUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar lista de usuários com sucesso","128","deveListarUsuarios()","","2026-08-01","passed","2026-08-01","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","100","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","116","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","109","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","294","deveAtualizarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","150","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"","113","deveListarProdutos()","","2026-08-01","passed","2026-08-01","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar dados de usuário com sucesso","170","deveListarUsuarios()","","2026-08-01","passed","2026-08-01","","UserIdTest","UserIdTest","deveListarUsuarios"
