"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar lista de usuários com sucesso","140","deveListarUsuarios()","","2026-09-09","passed","2026-09-09","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","100","deveCriarUsuarioComSucesso()","","2026-09-09","passed","2026-09-09","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","232","deveExcluirUsuarioComSucesso()","","2026-09-09","passed","2026-09-09","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","129","deveCriarUsuarioComSucesso()","","2026-09-09","passed","2026-09-09","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"","102","deveListarProdutos()","","2026-09-09","passed","2026-09-09","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar criação de usuário com sucesso","1818","deveCriarUsuarioComSucesso()","","2026-09-09","passed","2026-09-09","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","4060","deveRealizarLoginComSucesso()","","2026-09-09","passed","2026-09-09","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar atualização de dados do usuário com sucesso","286","deveAtualizarUsuarioComSucesso()","","2026-09-09","passed","2026-09-09","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","103","deveCriarUsuarioComSucesso()","","2026-09-09","passed","2026-09-09","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar dados de usuário com sucesso","206","deveListarUsuarios()","","2026-09-09","passed","2026-09-09","","UserIdTest","UserIdTest","deveListarUsuarios"
