"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar lista de usuários com sucesso","105","deveListarUsuarios()","","2026-08-21","passed","2026-08-21","","UserTest","UserTest","deveListarUsuarios"
"Validar deleção de usuário com sucesso","228","deveExcluirUsuarioComSucesso()","","2026-08-21","passed","2026-08-21","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","308","deveAtualizarUsuarioComSucesso()","","2026-08-21","passed","2026-08-21","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar dados de usuário com sucesso","180","deveListarUsuarios()","","2026-08-21","passed","2026-08-21","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","110","deveCriarUsuarioComSucesso()","","2026-08-21","passed","2026-08-21","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","124","deveCriarUsuarioComSucesso()","","2026-08-21","passed","2026-08-21","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","196","deveRealizarLoginComSucesso()","","2026-08-21","passed","2026-08-21","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","97","deveCriarUsuarioComSucesso()","","2026-08-21","passed","2026-08-21","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"","127","deveListarProdutos()","","2026-08-21","passed","2026-08-21","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar criação de usuário com sucesso","1535","deveCriarUsuarioComSucesso()","","2026-08-21","passed","2026-08-21","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
