"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar lista de usuários com sucesso","115","deveListarUsuarios()","","2026-08-24","passed","2026-08-24","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","137","deveCriarUsuarioComSucesso()","","2026-08-24","passed","2026-08-24","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","260","deveExcluirUsuarioComSucesso()","","2026-08-24","passed","2026-08-24","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","385","deveAtualizarUsuarioComSucesso()","","2026-08-24","passed","2026-08-24","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"","151","deveListarProdutos()","","2026-08-24","passed","2026-08-24","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar criação de usuário com sucesso","1486","deveCriarUsuarioComSucesso()","","2026-08-24","passed","2026-08-24","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","226","deveRealizarLoginComSucesso()","","2026-08-24","passed","2026-08-24","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","111","deveCriarUsuarioComSucesso()","","2026-08-24","passed","2026-08-24","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","118","deveCriarUsuarioComSucesso()","","2026-08-24","passed","2026-08-24","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar dados de usuário com sucesso","160","deveListarUsuarios()","","2026-08-24","passed","2026-08-24","","UserIdTest","UserIdTest","deveListarUsuarios"
