"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar criação de usuário com sucesso","133","deveCriarUsuarioComSucesso()","","2026-08-10","passed","2026-08-10","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","1764","deveRealizarLoginComSucesso()","","2026-08-10","passed","2026-08-10","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar atualização de dados do usuário com sucesso","244","deveAtualizarUsuarioComSucesso()","","2026-08-10","passed","2026-08-10","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","120","deveCriarUsuarioComSucesso()","","2026-08-10","passed","2026-08-10","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar dados de usuário com sucesso","303","deveListarUsuarios()","","2026-08-10","passed","2026-08-10","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","127","deveCriarUsuarioComSucesso()","","2026-08-10","passed","2026-08-10","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","199","deveExcluirUsuarioComSucesso()","","2026-08-10","passed","2026-08-10","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","109","deveCriarUsuarioComSucesso()","","2026-08-10","passed","2026-08-10","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar lista de usuários com sucesso","300","deveListarUsuarios()","","2026-08-10","passed","2026-08-10","","UserTest","UserTest","deveListarUsuarios"
"","105","deveListarProdutos()","","2026-08-10","passed","2026-08-10","","ProdutosTest","ProdutosTest","deveListarProdutos"
