"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar dados de usuário com sucesso","200","deveListarUsuarios()","","2026-08-15","passed","2026-08-15","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","139","deveCriarUsuarioComSucesso()","","2026-08-15","passed","2026-08-15","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","248","deveRealizarLoginComSucesso()","","2026-08-15","passed","2026-08-15","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar deleção de usuário com sucesso","303","deveExcluirUsuarioComSucesso()","","2026-08-15","passed","2026-08-15","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","132","deveCriarUsuarioComSucesso()","","2026-08-15","passed","2026-08-15","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1887","deveCriarUsuarioComSucesso()","","2026-08-15","passed","2026-08-15","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"","186","deveListarProdutos()","","2026-08-15","passed","2026-08-15","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar criação de usuário com sucesso","154","deveCriarUsuarioComSucesso()","","2026-08-15","passed","2026-08-15","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar lista de usuários com sucesso","127","deveListarUsuarios()","","2026-08-15","passed","2026-08-15","","UserTest","UserTest","deveListarUsuarios"
"Validar atualização de dados do usuário com sucesso","412","deveAtualizarUsuarioComSucesso()","","2026-08-15","passed","2026-08-15","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
