"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","164","deveListarProdutos()","","2026-09-04","passed","2026-09-04","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar criação de usuário com sucesso","154","deveCriarUsuarioComSucesso()","","2026-09-04","passed","2026-09-04","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar dados de usuário com sucesso","251","deveListarUsuarios()","","2026-09-04","passed","2026-09-04","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","179","deveCriarUsuarioComSucesso()","","2026-09-04","passed","2026-09-04","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","441","deveAtualizarUsuarioComSucesso()","","2026-09-04","passed","2026-09-04","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1844","deveCriarUsuarioComSucesso()","","2026-09-04","passed","2026-09-04","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","312","deveExcluirUsuarioComSucesso()","","2026-09-04","passed","2026-09-04","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar login de usuário com sucesso","328","deveRealizarLoginComSucesso()","","2026-09-04","passed","2026-09-04","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","158","deveCriarUsuarioComSucesso()","","2026-09-04","passed","2026-09-04","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar lista de usuários com sucesso","1593","deveListarUsuarios()","","2026-09-04","passed","2026-09-04","","UserTest","UserTest","deveListarUsuarios"
