"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar lista de usuários com sucesso","129","deveListarUsuarios()","","2026-08-01","passed","2026-08-01","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","138","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","116","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar dados de usuário com sucesso","167","deveListarUsuarios()","","2026-08-01","passed","2026-08-01","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","106","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","1909","deveRealizarLoginComSucesso()","","2026-08-01","passed","2026-08-01","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","98","deveCriarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"","109","deveListarProdutos()","","2026-08-01","passed","2026-08-01","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar deleção de usuário com sucesso","224","deveExcluirUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","289","deveAtualizarUsuarioComSucesso()","","2026-08-01","passed","2026-08-01","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
