"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar lista de usuários com sucesso","94","deveListarUsuarios()","","2026-08-14","passed","2026-08-14","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","112","deveCriarUsuarioComSucesso()","","2026-08-14","passed","2026-08-14","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"","149","deveListarProdutos()","","2026-08-14","passed","2026-08-14","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar atualização de dados do usuário com sucesso","392","deveAtualizarUsuarioComSucesso()","","2026-08-14","passed","2026-08-14","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1776","deveCriarUsuarioComSucesso()","","2026-08-14","passed","2026-08-14","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","130","deveCriarUsuarioComSucesso()","","2026-08-14","passed","2026-08-14","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","208","deveRealizarLoginComSucesso()","","2026-08-14","passed","2026-08-14","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar dados de usuário com sucesso","185","deveListarUsuarios()","","2026-08-14","passed","2026-08-14","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar deleção de usuário com sucesso","255","deveExcluirUsuarioComSucesso()","","2026-08-14","passed","2026-08-14","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","118","deveCriarUsuarioComSucesso()","","2026-08-14","passed","2026-08-14","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
