"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar criação de usuário com sucesso","228","deveCriarUsuarioComSucesso()","","2026-09-26","passed","2026-09-26","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","102","deveCriarUsuarioComSucesso()","","2026-09-26","passed","2026-09-26","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1840","deveCriarUsuarioComSucesso()","","2026-09-26","passed","2026-09-26","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar dados de usuário com sucesso","164","deveListarUsuarios()","","2026-09-26","passed","2026-09-26","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","105","deveCriarUsuarioComSucesso()","","2026-09-26","passed","2026-09-26","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","211","deveExcluirUsuarioComSucesso()","","2026-09-26","passed","2026-09-26","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar login de usuário com sucesso","198","deveRealizarLoginComSucesso()","","2026-09-26","passed","2026-09-26","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"","131","deveListarProdutos()","","2026-09-26","passed","2026-09-26","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar lista de usuários com sucesso","87","deveListarUsuarios()","","2026-09-26","passed","2026-09-26","","UserTest","UserTest","deveListarUsuarios"
"Validar atualização de dados do usuário com sucesso","289","deveAtualizarUsuarioComSucesso()","","2026-09-26","passed","2026-09-26","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
