"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar dados de usuário com sucesso","395","deveListarUsuarios()","","2026-09-11","passed","2026-09-11","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar lista de usuários com sucesso","400","deveListarUsuarios()","","2026-09-11","passed","2026-09-11","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","221","deveCriarUsuarioComSucesso()","","2026-09-11","passed","2026-09-11","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","372","deveRealizarLoginComSucesso()","","2026-09-11","passed","2026-09-11","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","2014","deveCriarUsuarioComSucesso()","","2026-09-11","passed","2026-09-11","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"","195","deveListarProdutos()","","2026-09-11","passed","2026-09-11","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar criação de usuário com sucesso","213","deveCriarUsuarioComSucesso()","","2026-09-11","passed","2026-09-11","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","401","deveExcluirUsuarioComSucesso()","","2026-09-11","passed","2026-09-11","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","235","deveCriarUsuarioComSucesso()","","2026-09-11","passed","2026-09-11","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","412","deveAtualizarUsuarioComSucesso()","","2026-09-11","passed","2026-09-11","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
