"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar criação de usuário com sucesso","156","deveCriarUsuarioComSucesso()","","2026-08-04","passed","2026-08-04","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","125","deveCriarUsuarioComSucesso()","","2026-08-04","passed","2026-08-04","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar dados de usuário com sucesso","304","deveListarUsuarios()","","2026-08-04","passed","2026-08-04","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","139","deveCriarUsuarioComSucesso()","","2026-08-04","passed","2026-08-04","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","358","deveAtualizarUsuarioComSucesso()","","2026-08-04","passed","2026-08-04","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar login de usuário com sucesso","2034","deveRealizarLoginComSucesso()","","2026-08-04","passed","2026-08-04","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar lista de usuários com sucesso","317","deveListarUsuarios()","","2026-08-04","passed","2026-08-04","","UserTest","UserTest","deveListarUsuarios"
"","123","deveListarProdutos()","","2026-08-04","passed","2026-08-04","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar criação de usuário com sucesso","133","deveCriarUsuarioComSucesso()","","2026-08-04","passed","2026-08-04","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar deleção de usuário com sucesso","250","deveExcluirUsuarioComSucesso()","","2026-08-04","passed","2026-08-04","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
