"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar dados de usuário com sucesso","320","deveListarUsuarios()","","2026-09-02","passed","2026-09-02","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","114","deveCriarUsuarioComSucesso()","","2026-09-02","passed","2026-09-02","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","128","deveCriarUsuarioComSucesso()","","2026-09-02","passed","2026-09-02","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar lista de usuários com sucesso","221","deveListarUsuarios()","","2026-09-02","passed","2026-09-02","","UserTest","UserTest","deveListarUsuarios"
"Validar criação de usuário com sucesso","121","deveCriarUsuarioComSucesso()","","2026-09-02","passed","2026-09-02","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar login de usuário com sucesso","209","deveRealizarLoginComSucesso()","","2026-09-02","passed","2026-09-02","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"","169","deveListarProdutos()","","2026-09-02","passed","2026-09-02","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar deleção de usuário com sucesso","287","deveExcluirUsuarioComSucesso()","","2026-09-02","passed","2026-09-02","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","488","deveAtualizarUsuarioComSucesso()","","2026-09-02","passed","2026-09-02","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1742","deveCriarUsuarioComSucesso()","","2026-09-02","passed","2026-09-02","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
