"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar lista de usuários com sucesso","140","deveListarUsuarios()","","2026-09-24","passed","2026-09-24","","UserTest","UserTest","deveListarUsuarios"
"","137","deveListarProdutos()","","2026-09-24","passed","2026-09-24","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar login de usuário com sucesso","256","deveRealizarLoginComSucesso()","","2026-09-24","passed","2026-09-24","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar dados de usuário com sucesso","250","deveListarUsuarios()","","2026-09-24","passed","2026-09-24","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar deleção de usuário com sucesso","234","deveExcluirUsuarioComSucesso()","","2026-09-24","passed","2026-09-24","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","111","deveCriarUsuarioComSucesso()","","2026-09-24","passed","2026-09-24","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1684","deveCriarUsuarioComSucesso()","","2026-09-24","passed","2026-09-24","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","267","deveCriarUsuarioComSucesso()","","2026-09-24","passed","2026-09-24","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","386","deveAtualizarUsuarioComSucesso()","","2026-09-24","passed","2026-09-24","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","168","deveCriarUsuarioComSucesso()","","2026-09-24","passed","2026-09-24","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
