"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validar dados de usuário com sucesso","243","deveListarUsuarios()","","2026-08-13","passed","2026-08-13","","UserIdTest","UserIdTest","deveListarUsuarios"
"Validar deleção de usuário com sucesso","262","deveExcluirUsuarioComSucesso()","","2026-08-13","passed","2026-08-13","","usuarios.DeleteTest","usuarios.DeleteTest","deveExcluirUsuarioComSucesso"
"Validar criação de usuário com sucesso","90","deveCriarUsuarioComSucesso()","","2026-08-13","passed","2026-08-13","","StringTest","StringTest","deveCriarUsuarioComSucesso"
"Validar atualização de dados do usuário com sucesso","353","deveAtualizarUsuarioComSucesso()","","2026-08-13","passed","2026-08-13","","usuarios.UpdateTest","usuarios.UpdateTest","deveAtualizarUsuarioComSucesso"
"Validar criação de usuário com sucesso","121","deveCriarUsuarioComSucesso()","","2026-08-13","passed","2026-08-13","","CriarUsuarioMapTest","CriarUsuarioMapTest","deveCriarUsuarioComSucesso"
"Validar criação de usuário com sucesso","1763","deveCriarUsuarioComSucesso()","","2026-08-13","passed","2026-08-13","","BeforeCriarUsuarioTest","BeforeCriarUsuarioTest","deveCriarUsuarioComSucesso"
"","171","deveListarProdutos()","","2026-08-13","passed","2026-08-13","","ProdutosTest","ProdutosTest","deveListarProdutos"
"Validar login de usuário com sucesso","214","deveRealizarLoginComSucesso()","","2026-08-13","passed","2026-08-13","","login.LoginTest","login.LoginTest","deveRealizarLoginComSucesso"
"Validar criação de usuário com sucesso","120","deveCriarUsuarioComSucesso()","","2026-08-13","passed","2026-08-13","","usuarios.ModelCriarUsuarioTest","usuarios.ModelCriarUsuarioTest","deveCriarUsuarioComSucesso"
"Validar lista de usuários com sucesso","213","deveListarUsuarios()","","2026-08-13","passed","2026-08-13","","UserTest","UserTest","deveListarUsuarios"
